#longitude   latitude	    City
-70.5	19.4167	Abajo
-98.2063	37.9992	Abbyville
-87.198	33.2904	Abernant
73.8786	54.657	Achair
-64.9933	-33.1754	Achiras
15.45	40.0833	Acquavena
5.1344	51.8802	Acquoy
-86.9939	33.5792	Adamsville
-74.2563	40.2182	Adelphia
23.3833	54.5833	Adomiskes
7.6961	46.6585	Aeschi
-97.9161	19.5845	Ahilitla
71.1259	29.0085	Ahmadpur East
13.7833	48.1	Aichkirchen
13.1833	48.3333	Aigner
140.3116	35.3097	Ainoya
-1.3833	60.2667	Aith
4.5333	36.4611	Akbou
44.4858	42.1242	Akhalgori
30.2011	40.8486	Akmese
139	36.5	Akutsu
31.3792	41.1694	Alapli
111.0167	-6.4833	Alasdowo
9.7023	44.4469	Albareto
11.8078	43.3669	Alberoro
16.2079	52.2632	Albertowsko
26.209	44.9444	Albesti-muru
10.7	53.6833	Albsfelde
-3.0257	42.7754	Alcedo
117.9377	50.9252	Aleksandrovskiy Zavod
40.3412	50.8588	Alekseyevskiy
-0.7965	38.0864	Algorfa
-5.45	35.2833	Alimadene
4.5667	49.5167	Alland'huy
-2.8847	39.9209	Almendros
-7.95	42.3167	Alongos
8.716	47.0695	Alpthal
9.2708	50.7518	Alsfeld
12.6667	53.75	Alt Panstorf
10.05	54.3667	Altwittenbek
76.3833	18.7333	Ambajogai
73.3667	18.6167	Ambavna
-71.2272	-30.2008	Ambillo
108.0067	-6.8522	Ambit
47.7833	-18.3333	Ambohibao
35.0208	32.5635	Ammikam
99.3331	9.1401	Amphoe Muang Surat Thani
-7.8	53.7333	An Longfort
31.2667	31	An Nawiyah
-4.3095	40.9918	Anaya
-0.3976	47.4559	Andard
7.5833	52.5167	Andervenne Oberdorf
140.0333	35.48	Anesaki
19.742	54.0905	Anglity
78.9406	9.8228	Anjukottai
14.3652	41.121	Annunziata
78.655	17.4306	Anojiguda
0.6348	49.531	Anquetierville
7.6	45.8	Antey-saint-andre
39.8389	56.1488	Antsiferovo
81.9167	26.05	Antu
115.8175	38.87	Anzhou
139.85	35.75	Aodocho
-111.3989	33.3616	Apache Junction
21.3167	46.15	Aradul Nou
50.2135	56.5481	Arbor
14.8333	48.15	Ardagger Stift
3.1256	45.403	Ardes
-81.8337	43.075	Arkona
48.9668	58.0338	Armen
-61.3333	10.6333	Arouca
28.465	43.8388	Arsa
102.775	46.2639	Arvayheer
13.1333	51.5167	Arzberg-adelwitz
114.2101	-7.7507	Asembagus
58.3833	37.95	Asgabat
-3.2167	54.1833	Askam In Furness
85.2	51.3167	Askat
38.9333	15.3333	Asmera
3.55	50.9833	Astene
-69.9333	-27.0833	Atacama
6.0058	46.1545	Athenaz
122.6053	11.431	Atiplo
3.0622	50.5222	Attiches
72.3873	33.5937	Attock City
76.1519	39.7061	Atushi
4.9351	47.9149	Aubepierre-sur-aube
0.6996	45.5897	Augignac
1.7726	48.4636	Auneau
-80.8566	41.7564	Austinburg
3.9711	47.4164	Auxon
46.5113	38.8056	Aval
7.5529	48.6712	Avenheim
137.1	37.4167	Awakura
27.9467	39.6817	Aysebaci
-67.9833	7.5	Ayuquita
4.4186	46.1931	Azolette
4.65	51.5833	Baai
44.9667	39.5	Babaki
79.2197	24.8305	Bachhoda
75.4333	27.2667	Badhal
10.5	43.8	Badia Cantignano
74.3517	33.6147	Bafliaz
75.7	16.1833	Bagalkot
-54.9167	47.3667	Baine Harbour
120.5597	23.9858	Baitang
11.0667	45.6833	Baito
117.5164	25.555	Baizhang
-16.3333	28.5333	Bajamar
-75.2267	40.0143	Bala Cynwyd
121.141	13.8055	Balanga
12.7882	38.0242	Balata Di Baida
3.2801	47.076	Balleray
10.3	48.65	Ballhausen
11.9833	57.6333	Balltorp
111.6014	-6.6806	Balongmulyo
-49.6774	-25.5215	Balsa Nova
27.9289	47.7617	Balti
76.4833	24.9833	Bamla
99.4167	9.15	Ban Khao Kaeo
100.9333	13.8833	Ban Khlong Sip Ha
100.6833	14.7333	Ban Klap
100.3333	14.95	Ban Kok
101.7073	6.3981	Ban Lu Bo Bu Mae
99.9	12.6667	Ban Nong Khao Nok
101.1658	12.6989	Ban Nong Suea Klueak
100.3	16.3833	Ban Wang Chan
146.9188	-36.1454	Bandiana
100	13.4	Bangkok
112.3037	-7.6703	Banjaragung
109.47	-7.3594	Banjarnegara
111.605	-6.7049	Banjarsari
5.8833	50.5333	Bansions
106.9814	-6.3123	Bantargebang
118.1167	-30.8833	Barbalin
83.6167	21.3333	Bargarh
79.2227	24.6282	Bargawan
11.2576	44.5454	Bargellino
83.7239	26.2744	Barhaj
-73.2228	6.6357	Barichara
6.8333	46.15	Barmaz
14.4117	53.3627	Barnislaw
13.3667	51.1167	Barnitz
-45.477	-9.9228	Barreiras Do Piaui
28.5487	50.2729	Baryshevka
2.95	50.75	Bas-warneton
25.1833	50.8833	Basheva
-61.7167	16	Basse-terre
-90.1268	35.5365	Bassett
6.2883	52.2493	Bathmen
41.6372	41.6386	Batum
-2.4803	47.2775	Batz-sur-mer
-74.1064	40.6705	Bayonne
9.0706	47.4097	Bazenheid
6.9241	47.4899	Beaucourt
2.6868	50.0809	Beaucourt-sur-l'ancre
0.05	44.3333	Beauziac
-48.3833	-19.2333	Bebedouro
5.19	51.8887	Beest
35.1667	31.8833	Beitunia
-64.8333	46.0667	Belair
-61.5833	16.25	Belcourt
149.7833	-29.9167	Bellata
152.8828	-27.5594	Bellbowrie
-79.8664	40.1251	Belle Vernon
57.5833	-20.05	Belle Vue Pilot
10.7833	51.2667	Bellstedt
151.2167	-33.7333	Belrose
18.5063	47.1027	Belsobarand
-0.109	38.7549	Benichembla
18.25	65.0167	Bergvattnet
1.7738	50.5546	Bernieulles
2.9814	50.0858	Bertincourt
30.5953	56.3982	Besedino
6.9959	45.3206	Bessans
3.3625	46.4435	Bessay
46.5877	35.8849	Best
5.8897	44.1697	Bevons
77.4633	29.5608	Bhaisani Islampur
73.0667	25.7	Bhawari
74.0793	32.9757	Bhimber
78.0083	15.013	Bhogasamudram
17.9485	52.0478	Bialobloty
1.854	44.9263	Biars
-0.7872	39.1321	Bicorp
17.9373	50.337	Biedrzychowice
8.05	45.5667	Biella
21.0059	49.7273	Biesna
4.3833	51.1667	Biest
90.1667	23.9833	Bil Bautia
-105.2603	43.2319	Bill
34.3129	51.1502	Bilopillya
6.3333	58.5333	Bilstad
117.0894	-8.4292	Binamarga
111.4699	-6.6514	Binangun
9.0944	45.331	Binasco
-59.9527	46.1218	Birch Grove
11.9677	54.5683	Birkemose
27.6667	46.2333	Birlad
38.2844	55.3975	Biserovo
7.0252	48.9411	Bissert
13.5017	45.7933	Bistrigna
3.0811	45.8314	Blanzat
-0.429	46.049	Blanzay-sur-boutonne
7.0362	53.1665	Blauwestad
7.7333	51.0667	Bleche
5.25	59.4833	Bleivik
14.1833	61.15	Blyberg
19.9728	52.0264	Bobiecko
13.4444	50.9	Bobritzsch
-79.981	39.7577	Bobtown
-66.2881	10.1133	Boca De Apa
-80.0855	26.3453	Boca Raton
49.147	51.6431	Bochkari
105.1193	12.4287	Boeung
4.7039	44.922	Boffres
22.9333	47.4167	Bogdand
55.5333	-20.9	Bois-rouge
23.2	42.75	Bojurishe
18.2022	50.0071	Boleslaw
-41.05	-19.25	Bom Pastor
23.15	53.3706	Bombla
17.2167	60.6833	Bomhus
9.5596	45.6818	Bonate Sopra
-96.1772	19.1278	Bonaterra
4.0308	44.3683	Bonnevaux
151.6098	-32.9749	Booragul
10.35	48.85	Bopfingen
16.6167	56.85	Borgahage
-8.3747	40.9727	Borralhoso
45.8712	55.7226	Bortsurmany
49.6917	49.4378	Bostandyk
-3.6396	48.5277	Botsorhel
3.7167	50.8667	Boucle-saint Denis
-0.3923	43.8899	Bougue
166.05	-21.8667	Boulouparis
-0.3	45.7167	Boutiers-saint-trojan
1.6343	49.9372	Bouttencourt
15.1582	49.3623	Bozejov
115.7703	33.8772	Bozhou
91.1123	23.9746	Brahmanbaria
13.7636	45.11	Braicovici
13.8714	46.9258	Brandstatter
7.7089	46.321	Bratsch
-2.7	48.0667	Brehan
-41.2833	-20.15	Brejetuba
6.5206	46.5466	Bremblens
8.5833	52.2333	Brendel
9.0333	44.8167	Brignano
13.25	57.1167	Broaryd
-77.3667	18.4	Browns Town
7.6	50.65	Brubbach
9.7	49.6833	Brunntal
14.4167	40.9167	Brusciano
21.4828	51.3163	Brzezinki Stare
19.2613	53.0535	Brzuze
22.1726	51.3451	Buchalowice
23.2	46.2333	Bucium Poieni
-3.0333	56.1667	Buckhaven
120.4489	15.3597	Bueno
-0.8167	54	Bugthorpe
52.7985	54.5378	Bugulma
126.722	37.5053	Bupyeong
147.25	-33.5333	Burcher
11.45	43.6833	Burchio
6.7076	48.5392	Buriville
-0.4167	39.5167	Burjasot
104.1867	52.8976	Burkhun
150.8807	-33.9112	Busby
14.8833	37.0833	Buscemi
12.5265	54.961	Busene
8.85	45.5833	Busto Arsizio
8.3102	47.2678	Buttwil
83.9833	25.5833	Buxar
26	45.6	Buzau Mic
-0.45	43.1333	Buzy
18.5153	48.6597	Bystricany
-97.7472	17.7286	Cacaloxtepec
-39.1	-12.05	Cacimba De Pedra
-54.6333	-28.2833	Caibate
106.8908	31.0666	Caihe
19.0586	45.2361	Cakovci
15.2333	37.8167	Calatabiano
-8.3089	41.3821	Caldas De Vizela
5.355	43.2133	Callelongue
0.2419	44.3743	Calonges
14.6833	-13.7833	Caluquembe
-51.8167	-30.85	Camaqua
2.6363	50.3736	Camblain
1.9501	44.5995	Camboulit
3.1346	49.5252	Camelin
10.6167	43.05	Campiglia
12.8333	43.3	Cancelli
150.9241	-33.8826	Canley Heights
148.6833	-20.2833	Cannon Valley
113.25	23.1167	Canton
-103.3463	23.6246	Cantuna
153.1833	-27.5167	Capalaba
-117.6643	33.4551	Capistrano Beach
-43.7099	-16.3278	Capitao Eneas
10.3428	46.03	Capo Di Ponte
-9.6167	51.9	Cappamore
-80.4167	-0.6	Caracas
